"BLN","TGL","DHUHUR","ASHAR","MAGHRIB","ISYA","SUBUH","TERBIT","DHUHA"
2,21,30/12/1899 11:46:00,30/12/1899 14:54:00,30/12/1899 17:55:00,30/12/1899 19:04:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
2,22,30/12/1899 11:46:00,30/12/1899 14:54:00,30/12/1899 17:55:00,30/12/1899 19:04:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
2,23,30/12/1899 11:46:00,30/12/1899 14:54:00,30/12/1899 17:55:00,30/12/1899 19:04:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
2,24,30/12/1899 11:46:00,30/12/1899 14:54:00,30/12/1899 17:55:00,30/12/1899 19:04:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
2,25,30/12/1899 11:46:00,30/12/1899 14:54:00,30/12/1899 17:55:00,30/12/1899 19:04:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
2,26,30/12/1899 11:45:00,30/12/1899 14:50:00,30/12/1899 17:53:00,30/12/1899 19:03:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
2,27,30/12/1899 11:45:00,30/12/1899 14:50:00,30/12/1899 17:53:00,30/12/1899 19:03:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
2,28,30/12/1899 11:45:00,30/12/1899 14:50:00,30/12/1899 17:53:00,30/12/1899 19:03:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,1,30/12/1899 11:44:00,30/12/1899 14:47:00,30/12/1899 17:51:00,30/12/1899 19:00:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,2,30/12/1899 11:44:00,30/12/1899 14:47:00,30/12/1899 17:51:00,30/12/1899 19:00:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,3,30/12/1899 11:44:00,30/12/1899 14:47:00,30/12/1899 17:51:00,30/12/1899 19:00:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,4,30/12/1899 11:44:00,30/12/1899 14:47:00,30/12/1899 17:51:00,30/12/1899 19:00:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,5,30/12/1899 11:44:00,30/12/1899 14:47:00,30/12/1899 17:51:00,30/12/1899 19:00:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,6,30/12/1899 11:43:00,30/12/1899 14:49:00,30/12/1899 17:49:00,30/12/1899 18:58:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,7,30/12/1899 11:43:00,30/12/1899 14:49:00,30/12/1899 17:49:00,30/12/1899 18:58:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,8,30/12/1899 11:43:00,30/12/1899 14:49:00,30/12/1899 17:49:00,30/12/1899 18:58:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,9,30/12/1899 11:43:00,30/12/1899 14:49:00,30/12/1899 17:49:00,30/12/1899 18:58:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,10,30/12/1899 11:43:00,30/12/1899 14:49:00,30/12/1899 17:49:00,30/12/1899 18:58:00,30/12/1899 04:22:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,11,30/12/1899 11:42:00,30/12/1899 14:51:00,30/12/1899 17:47:00,30/12/1899 18:55:00,30/12/1899 04:23:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,12,30/12/1899 11:42:00,30/12/1899 14:51:00,30/12/1899 17:47:00,30/12/1899 18:55:00,30/12/1899 04:23:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,13,30/12/1899 11:42:00,30/12/1899 14:51:00,30/12/1899 17:47:00,30/12/1899 18:55:00,30/12/1899 04:23:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,14,30/12/1899 11:42:00,30/12/1899 14:51:00,30/12/1899 17:47:00,30/12/1899 18:55:00,30/12/1899 04:23:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,15,30/12/1899 11:42:00,30/12/1899 14:51:00,30/12/1899 17:47:00,30/12/1899 18:55:00,30/12/1899 04:23:00,30/12/1899 05:34:00,30/12/1899 05:56:00
3,16,30/12/1899 11:40:00,30/12/1899 14:51:00,30/12/1899 17:44:00,30/12/1899 18:53:00,30/12/1899 04:22:00,30/12/1899 05:33:00,30/12/1899 05:56:00
3,17,30/12/1899 11:40:00,30/12/1899 14:51:00,30/12/1899 17:44:00,30/12/1899 18:53:00,30/12/1899 04:22:00,30/12/1899 05:33:00,30/12/1899 05:56:00
3,18,30/12/1899 11:40:00,30/12/1899 14:51:00,30/12/1899 17:44:00,30/12/1899 18:53:00,30/12/1899 04:22:00,30/12/1899 05:33:00,30/12/1899 05:56:00
3,19,30/12/1899 11:40:00,30/12/1899 14:51:00,30/12/1899 17:44:00,30/12/1899 18:53:00,30/12/1899 04:22:00,30/12/1899 05:33:00,30/12/1899 05:56:00
3,20,30/12/1899 11:40:00,30/12/1899 14:51:00,30/12/1899 17:44:00,30/12/1899 18:53:00,30/12/1899 04:22:00,30/12/1899 05:33:00,30/12/1899 05:56:00
3,21,30/12/1899 11:39:00,30/12/1899 14:52:00,30/12/1899 17:42:00,30/12/1899 18:50:00,30/12/1899 04:22:00,30/12/1899 05:33:00,30/12/1899 05:56:00
3,22,30/12/1899 11:39:00,30/12/1899 14:52:00,30/12/1899 17:42:00,30/12/1899 18:50:00,30/12/1899 04:22:00,30/12/1899 05:33:00,30/12/1899 05:56:00
3,23,30/12/1899 11:39:00,30/12/1899 14:52:00,30/12/1899 17:42:00,30/12/1899 18:50:00,30/12/1899 04:22:00,30/12/1899 05:33:00,30/12/1899 05:56:00
3,24,30/12/1899 11:39:00,30/12/1899 14:52:00,30/12/1899 17:42:00,30/12/1899 18:50:00,30/12/1899 04:22:00,30/12/1899 05:33:00,30/12/1899 05:56:00
3,25,30/12/1899 11:39:00,30/12/1899 14:52:00,30/12/1899 17:42:00,30/12/1899 18:50:00,30/12/1899 04:22:00,30/12/1899 05:33:00,30/12/1899 05:56:00
3,26,30/12/1899 11:37:00,30/12/1899 14:52:00,30/12/1899 17:39:00,30/12/1899 18:48:00,30/12/1899 04:21:00,30/12/1899 05:32:00,30/12/1899 05:56:00
3,27,30/12/1899 11:37:00,30/12/1899 14:52:00,30/12/1899 17:39:00,30/12/1899 18:48:00,30/12/1899 04:21:00,30/12/1899 05:32:00,30/12/1899 05:56:00
3,28,30/12/1899 11:37:00,30/12/1899 14:52:00,30/12/1899 17:39:00,30/12/1899 18:48:00,30/12/1899 04:21:00,30/12/1899 05:32:00,30/12/1899 05:56:00
3,29,30/12/1899 11:37:00,30/12/1899 14:52:00,30/12/1899 17:39:00,30/12/1899 18:48:00,30/12/1899 04:21:00,30/12/1899 05:32:00,30/12/1899 05:56:00
3,30,30/12/1899 11:37:00,30/12/1899 14:52:00,30/12/1899 17:39:00,30/12/1899 18:48:00,30/12/1899 04:21:00,30/12/1899 05:32:00,30/12/1899 05:56:00
3,31,30/12/1899 11:37:00,30/12/1899 14:52:00,30/12/1899 17:39:00,30/12/1899 18:48:00,30/12/1899 04:21:00,30/12/1899 05:32:00,30/12/1899 05:56:00
4,1,30/12/1899 11:37:00,30/12/1899 14:53:00,30/12/1899 17:37:00,30/12/1899 18:45:00,30/12/1899 04:20:00,30/12/1899 05:33:00,30/12/1899 05:57:00
4,2,30/12/1899 11:37:00,30/12/1899 14:53:00,30/12/1899 17:37:00,30/12/1899 18:45:00,30/12/1899 04:20:00,30/12/1899 05:33:00,30/12/1899 05:57:00
4,3,30/12/1899 11:37:00,30/12/1899 14:53:00,30/12/1899 17:37:00,30/12/1899 18:45:00,30/12/1899 04:20:00,30/12/1899 05:33:00,30/12/1899 05:57:00
4,4,30/12/1899 11:37:00,30/12/1899 14:53:00,30/12/1899 17:37:00,30/12/1899 18:45:00,30/12/1899 04:20:00,30/12/1899 05:33:00,30/12/1899 05:57:00
4,5,30/12/1899 11:37:00,30/12/1899 14:53:00,30/12/1899 17:37:00,30/12/1899 18:45:00,30/12/1899 04:20:00,30/12/1899 05:33:00,30/12/1899 05:57:00
4,6,30/12/1899 11:34:00,30/12/1899 14:52:00,30/12/1899 17:34:00,30/12/1899 18:42:00,30/12/1899 04:19:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,7,30/12/1899 11:34:00,30/12/1899 14:52:00,30/12/1899 17:34:00,30/12/1899 18:42:00,30/12/1899 04:19:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,8,30/12/1899 11:34:00,30/12/1899 14:52:00,30/12/1899 17:34:00,30/12/1899 18:42:00,30/12/1899 04:19:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,9,30/12/1899 11:34:00,30/12/1899 14:52:00,30/12/1899 17:34:00,30/12/1899 18:42:00,30/12/1899 04:19:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,10,30/12/1899 11:34:00,30/12/1899 14:52:00,30/12/1899 17:34:00,30/12/1899 18:42:00,30/12/1899 04:19:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,11,30/12/1899 11:33:00,30/12/1899 14:51:00,30/12/1899 17:32:00,30/12/1899 18:41:00,30/12/1899 04:19:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,12,30/12/1899 11:33:00,30/12/1899 14:51:00,30/12/1899 17:32:00,30/12/1899 18:41:00,30/12/1899 04:19:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,13,30/12/1899 11:33:00,30/12/1899 14:51:00,30/12/1899 17:32:00,30/12/1899 18:41:00,30/12/1899 04:19:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,14,30/12/1899 11:33:00,30/12/1899 14:51:00,30/12/1899 17:32:00,30/12/1899 18:41:00,30/12/1899 04:19:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,15,30/12/1899 11:33:00,30/12/1899 14:51:00,30/12/1899 17:32:00,30/12/1899 18:41:00,30/12/1899 04:19:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,16,30/12/1899 11:32:00,30/12/1899 14:51:00,30/12/1899 17:30:00,30/12/1899 18:39:00,30/12/1899 04:18:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,17,30/12/1899 11:32:00,30/12/1899 14:51:00,30/12/1899 17:30:00,30/12/1899 18:39:00,30/12/1899 04:18:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,18,30/12/1899 11:32:00,30/12/1899 14:51:00,30/12/1899 17:30:00,30/12/1899 18:39:00,30/12/1899 04:18:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,19,30/12/1899 11:32:00,30/12/1899 14:51:00,30/12/1899 17:30:00,30/12/1899 18:39:00,30/12/1899 04:18:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,20,30/12/1899 11:32:00,30/12/1899 14:51:00,30/12/1899 17:30:00,30/12/1899 18:39:00,30/12/1899 04:18:00,30/12/1899 05:31:00,30/12/1899 05:55:00
4,21,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:27:00,30/12/1899 18:36:00,30/12/1899 04:17:00,30/12/1899 05:30:00,30/12/1899 05:54:00
4,22,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:27:00,30/12/1899 18:36:00,30/12/1899 04:17:00,30/12/1899 05:30:00,30/12/1899 05:54:00
4,23,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:27:00,30/12/1899 18:36:00,30/12/1899 04:17:00,30/12/1899 05:30:00,30/12/1899 05:54:00
4,24,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:27:00,30/12/1899 18:36:00,30/12/1899 04:17:00,30/12/1899 05:30:00,30/12/1899 05:54:00
4,25,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:27:00,30/12/1899 18:36:00,30/12/1899 04:17:00,30/12/1899 05:30:00,30/12/1899 05:54:00
4,26,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:25:00,30/12/1899 18:35:00,30/12/1899 04:16:00,30/12/1899 05:30:00,30/12/1899 05:54:00
4,27,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:25:00,30/12/1899 18:35:00,30/12/1899 04:16:00,30/12/1899 05:30:00,30/12/1899 05:54:00
4,28,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:25:00,30/12/1899 18:35:00,30/12/1899 04:16:00,30/12/1899 05:30:00,30/12/1899 05:54:00
4,29,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:25:00,30/12/1899 18:35:00,30/12/1899 04:16:00,30/12/1899 05:30:00,30/12/1899 05:54:00
4,30,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:25:00,30/12/1899 18:35:00,30/12/1899 04:16:00,30/12/1899 05:30:00,30/12/1899 05:54:00
5,1,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:25:00,30/12/1899 18:35:00,30/12/1899 04:16:00,30/12/1899 05:30:00,30/12/1899 05:55:00
5,2,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:25:00,30/12/1899 18:35:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:55:00
5,3,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:25:00,30/12/1899 18:35:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:55:00
5,4,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:25:00,30/12/1899 18:35:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:55:00
5,5,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:25:00,30/12/1899 18:35:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:55:00
5,6,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:24:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:55:00
5,7,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:24:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:55:00
5,8,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:24:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:55:00
5,9,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:24:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:55:00
5,10,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:24:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:55:00
5,11,30/12/1899 11:28:00,30/12/1899 14:48:00,30/12/1899 17:22:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:56:00
5,12,30/12/1899 11:28:00,30/12/1899 14:48:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:56:00
5,13,30/12/1899 11:28:00,30/12/1899 14:48:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:56:00
5,14,30/12/1899 11:28:00,30/12/1899 14:48:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:56:00
5,15,30/12/1899 11:28:00,30/12/1899 14:48:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:31:00,30/12/1899 05:56:00
5,16,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:32:00,30/12/1899 05:58:00
5,17,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:32:00,30/12/1899 05:58:00
5,18,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:32:00,30/12/1899 05:58:00
5,19,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:32:00,30/12/1899 05:58:00
5,20,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:16:00,30/12/1899 05:32:00,30/12/1899 05:58:00
5,21,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:17:00,30/12/1899 05:33:00,30/12/1899 05:58:00
5,22,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:17:00,30/12/1899 05:33:00,30/12/1899 05:58:00
5,23,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:17:00,30/12/1899 05:33:00,30/12/1899 05:58:00
5,24,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:17:00,30/12/1899 05:33:00,30/12/1899 05:58:00
5,25,30/12/1899 11:29:00,30/12/1899 14:49:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:17:00,30/12/1899 05:33:00,30/12/1899 05:58:00
5,26,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:18:00,30/12/1899 05:34:00,30/12/1899 06:00:00
5,27,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:18:00,30/12/1899 05:34:00,30/12/1899 06:00:00
5,28,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:18:00,30/12/1899 05:34:00,30/12/1899 06:00:00
5,29,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:18:00,30/12/1899 05:34:00,30/12/1899 06:00:00
5,30,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:18:00,30/12/1899 05:34:00,30/12/1899 06:00:00
5,31,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:34:00,30/12/1899 04:18:00,30/12/1899 05:34:00,30/12/1899 06:00:00
6,1,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:35:00,30/12/1899 04:18:00,30/12/1899 05:35:00,30/12/1899 06:00:00
6,2,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:35:00,30/12/1899 04:18:00,30/12/1899 05:35:00,30/12/1899 06:00:00
6,3,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:35:00,30/12/1899 04:18:00,30/12/1899 05:35:00,30/12/1899 06:00:00
6,4,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:35:00,30/12/1899 04:18:00,30/12/1899 05:35:00,30/12/1899 06:00:00
6,5,30/12/1899 11:30:00,30/12/1899 14:50:00,30/12/1899 17:21:00,30/12/1899 18:35:00,30/12/1899 04:18:00,30/12/1899 05:35:00,30/12/1899 06:00:00
6,6,30/12/1899 11:31:00,30/12/1899 14:51:00,30/12/1899 17:21:00,30/12/1899 18:36:00,30/12/1899 04:20:00,30/12/1899 05:37:00,30/12/1899 06:01:00
6,7,30/12/1899 11:31:00,30/12/1899 14:51:00,30/12/1899 17:21:00,30/12/1899 18:36:00,30/12/1899 04:20:00,30/12/1899 05:37:00,30/12/1899 06:01:00
6,8,30/12/1899 11:31:00,30/12/1899 14:51:00,30/12/1899 17:21:00,30/12/1899 18:36:00,30/12/1899 04:20:00,30/12/1899 05:37:00,30/12/1899 06:01:00
6,9,30/12/1899 11:31:00,30/12/1899 14:51:00,30/12/1899 17:21:00,30/12/1899 18:36:00,30/12/1899 04:20:00,30/12/1899 05:37:00,30/12/1899 06:01:00
6,10,30/12/1899 11:31:00,30/12/1899 14:51:00,30/12/1899 17:21:00,30/12/1899 18:36:00,30/12/1899 04:20:00,30/12/1899 05:37:00,30/12/1899 06:01:00
6,11,30/12/1899 11:32:00,30/12/1899 14:52:00,30/12/1899 17:22:00,30/12/1899 18:37:00,30/12/1899 04:21:00,30/12/1899 05:38:00,30/12/1899 06:03:00
6,12,30/12/1899 11:32:00,30/12/1899 14:52:00,30/12/1899 17:22:00,30/12/1899 18:37:00,30/12/1899 04:21:00,30/12/1899 05:38:00,30/12/1899 06:03:00
6,13,30/12/1899 11:32:00,30/12/1899 14:52:00,30/12/1899 17:22:00,30/12/1899 18:37:00,30/12/1899 04:21:00,30/12/1899 05:38:00,30/12/1899 06:03:00
6,14,30/12/1899 11:32:00,30/12/1899 14:52:00,30/12/1899 17:22:00,30/12/1899 18:37:00,30/12/1899 04:21:00,30/12/1899 05:38:00,30/12/1899 06:03:00
6,15,30/12/1899 11:32:00,30/12/1899 14:52:00,30/12/1899 17:22:00,30/12/1899 18:37:00,30/12/1899 04:21:00,30/12/1899 05:38:00,30/12/1899 06:03:00
6,16,30/12/1899 11:33:00,30/12/1899 14:53:00,30/12/1899 17:23:00,30/12/1899 18:38:00,30/12/1899 04:22:00,30/12/1899 05:39:00,30/12/1899 06:05:00
6,17,30/12/1899 11:33:00,30/12/1899 14:53:00,30/12/1899 17:23:00,30/12/1899 18:38:00,30/12/1899 04:22:00,30/12/1899 05:39:00,30/12/1899 06:05:00
6,18,30/12/1899 11:33:00,30/12/1899 14:53:00,30/12/1899 17:23:00,30/12/1899 18:38:00,30/12/1899 04:22:00,30/12/1899 05:39:00,30/12/1899 06:05:00
6,19,30/12/1899 11:33:00,30/12/1899 14:53:00,30/12/1899 17:23:00,30/12/1899 18:38:00,30/12/1899 04:22:00,30/12/1899 05:39:00,30/12/1899 06:05:00
6,20,30/12/1899 11:33:00,30/12/1899 14:53:00,30/12/1899 17:23:00,30/12/1899 18:38:00,30/12/1899 04:22:00,30/12/1899 05:39:00,30/12/1899 06:05:00
6,21,30/12/1899 11:34:00,30/12/1899 14:54:00,30/12/1899 17:24:00,30/12/1899 18:39:00,30/12/1899 04:23:00,30/12/1899 05:40:00,30/12/1899 06:05:00
6,22,30/12/1899 11:34:00,30/12/1899 14:54:00,30/12/1899 17:24:00,30/12/1899 18:39:00,30/12/1899 04:23:00,30/12/1899 05:40:00,30/12/1899 06:05:00
6,23,30/12/1899 11:34:00,30/12/1899 14:54:00,30/12/1899 17:24:00,30/12/1899 18:39:00,30/12/1899 04:23:00,30/12/1899 05:40:00,30/12/1899 06:05:00
6,24,30/12/1899 11:34:00,30/12/1899 14:54:00,30/12/1899 17:24:00,30/12/1899 18:39:00,30/12/1899 04:23:00,30/12/1899 05:40:00,30/12/1899 06:05:00
6,25,30/12/1899 11:34:00,30/12/1899 14:54:00,30/12/1899 17:24:00,30/12/1899 18:39:00,30/12/1899 04:23:00,30/12/1899 05:40:00,30/12/1899 06:05:00
6,26,30/12/1899 11:35:00,30/12/1899 14:54:00,30/12/1899 17:25:00,30/12/1899 18:40:00,30/12/1899 04:24:00,30/12/1899 05:41:00,30/12/1899 06:00:00
6,27,30/12/1899 11:35:00,30/12/1899 14:54:00,30/12/1899 17:25:00,30/12/1899 18:40:00,30/12/1899 04:24:00,30/12/1899 05:41:00,30/12/1899 06:00:00
6,28,30/12/1899 11:35:00,30/12/1899 14:54:00,30/12/1899 17:25:00,30/12/1899 18:40:00,30/12/1899 04:24:00,30/12/1899 05:41:00,30/12/1899 06:00:00
6,29,30/12/1899 11:35:00,30/12/1899 14:54:00,30/12/1899 17:25:00,30/12/1899 18:40:00,30/12/1899 04:24:00,30/12/1899 05:41:00,30/12/1899 06:00:00
6,30,30/12/1899 11:35:00,30/12/1899 14:54:00,30/12/1899 17:25:00,30/12/1899 18:40:00,30/12/1899 04:24:00,30/12/1899 05:41:00,30/12/1899 06:00:00
7,1,30/12/1899 11:36:00,30/12/1899 14:58:00,30/12/1899 17:26:00,30/12/1899 18:40:00,30/12/1899 04:25:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,2,30/12/1899 11:36:00,30/12/1899 14:58:00,30/12/1899 17:26:00,30/12/1899 18:40:00,30/12/1899 04:25:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,3,30/12/1899 11:36:00,30/12/1899 14:58:00,30/12/1899 17:26:00,30/12/1899 18:40:00,30/12/1899 04:25:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,4,30/12/1899 11:36:00,30/12/1899 14:58:00,30/12/1899 17:26:00,30/12/1899 18:40:00,30/12/1899 04:25:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,5,30/12/1899 11:36:00,30/12/1899 14:58:00,30/12/1899 17:26:00,30/12/1899 18:40:00,30/12/1899 04:25:00,30/12/1899 05:42:00,30/12/1899 06:06:00
7,6,30/12/1899 11:37:00,30/12/1899 14:58:00,30/12/1899 17:28:00,30/12/1899 18:41:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,7,30/12/1899 11:37:00,30/12/1899 14:58:00,30/12/1899 17:28:00,30/12/1899 18:41:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,8,30/12/1899 11:37:00,30/12/1899 14:58:00,30/12/1899 17:28:00,30/12/1899 18:41:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,9,30/12/1899 11:37:00,30/12/1899 14:58:00,30/12/1899 17:28:00,30/12/1899 18:41:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,10,30/12/1899 11:37:00,30/12/1899 14:58:00,30/12/1899 17:28:00,30/12/1899 18:41:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
7,11,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:29:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:08:00
7,12,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:29:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:08:00
7,13,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:29:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:08:00
7,14,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:29:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:08:00
7,15,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:29:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:08:00
7,16,30/12/1899 11:38:00,30/12/1899 14:58:00,30/12/1899 17:30:00,30/12/1899 18:42:00,30/12/1899 04:26:00,30/12/1899 05:43:00,30/12/1899 06:07:00
